CROP_IMAGE,image_type,task_type,difficulty,question,option_A,option_B,option_C,option_D,correct_answer,rationale
s41467-018-05952-5_figure-3_crop2.png,CTEM,experimental_design,medium,"In AFM phase shift imaging of biological cuticle granules, which artifact could most likely affect the accuracy of phase contrast interpretation?",Magnetic hysteresis,Electron beam damage,Tip contamination altering mechanical response,X-ray fluorescence interference,C,"Tip contamination can change the tip-sample interaction, affecting phase contrast; electron beam damage and X-ray effects are irrelevant in AFM."
s41467-018-05952-5_figure-3_crop2.png,CTEM,experimental_design,hard,"Considering the 150 nm scale and pixel resolution (32×32 pixels) of this AFM phase shift image of M. galloprovincialis cuticle granules, what is a potential limitation of this experimental setup?",Overexposure to X-rays causing sample degradation,Excessive electron beam damage to the sample,Limited spatial resolution may obscure smaller granule features,Inability to detect magnetic domains,C,"The relatively low pixel density over the 150 nm scan limits spatial resolution, potentially missing fine granule details; electron or X-ray damage is not relevant in AFM."
s41467-018-06124-1_figure-2_crop1.png,Diffraction,visual_perception,easy,"In this SAED pattern of a 2D GaPO4 film, what is the shape of the diffraction spots around the central beam?",Elliptical spots,Irregular blobs,Diffuse halos,Circular spots,D,"The diffraction spots are well-defined and circular, typical for crystalline materials. Elliptical or diffuse shapes are not observed here."
s41467-018-06124-1_figure-2_crop1.png,Diffraction,visual_perception,medium,"In this SAED pattern of a 2D GaPO4 film, what does the presence of multiple concentric rings of spots indicate about the sample?",Polycrystalline structure with multiple lattice orientations,Completely disordered nanoparticles,Amorphous material,Single crystal with multiple defects,A,"Multiple rings of diffraction spots indicate the presence of many crystallites oriented differently, characteristic of polycrystalline materials. Single crystals produce discrete spots, amorphous materials produce diffuse halos."
s41467-018-06124-1_figure-2_crop1.png,Diffraction,visual_perception,hard,"In this SAED pattern of a 2D GaPO4 film, the indexed (200) diffraction ring corresponds to which crystallographic feature?",Lattice planes with spacing perpendicular to the (200) direction,Random orientation of amorphous regions,Surface contamination layers,Defect-induced diffuse scattering,A,"The (200) ring corresponds to diffraction from lattice planes indexed as (200), indicating periodic atomic planes perpendicular to that direction. Diffuse scattering or contamination would not produce sharp indexed rings."
s41467-018-06124-1_figure-2_crop1.png,Diffraction,reasoning,easy,"Given that this is a 2D GaPO4 film, what does the bright central spot in the SAED pattern represent?",A contamination particle,The direct transmitted electron beam,A high-angle diffraction spot,An imaging artifact,B,"The bright central spot is the transmitted beam (zero-order beam) passing through the sample without diffraction, typical in SAED patterns."
s41467-018-06124-1_figure-2_crop1.png,Diffraction,reasoning,medium,"In this SAED pattern of a 2D GaPO4 film, the presence of sharp diffraction spots rather than diffuse rings suggests what about the crystallinity?",The film is highly crystalline with well-ordered lattice planes,The film is polycrystalline but poorly ordered,The film is heavily damaged by the electron beam,The film is amorphous,A,Sharp spots indicate well-ordered crystalline domains. Diffuse rings or halos would indicate amorphous or poorly ordered structures.
s41467-018-06124-1_figure-2_crop1.png,Diffraction,reasoning,hard,"Considering this SAED pattern from a 2D GaPO4 film, what can be inferred about the film's orientation relative to the electron beam?",The film is amorphous and produces ring patterns from random atomic arrangements,The film is oriented such that the (200) planes are parallel to the beam direction,The film is tilted to produce double diffraction effects,The film is randomly oriented with no preferred crystallographic direction,B,"The indexing of the (200) ring and sharp spots suggests the film is oriented so that the (200) lattice planes produce diffraction, implying a specific crystallographic alignment relative to the beam."
s41467-018-06124-1_figure-2_crop1.png,Diffraction,experimental_design,easy,What imaging technique was used to acquire this diffraction pattern of the 2D GaPO4 film?,Bright Field TEM imaging,Atomic Force Microscopy (AFM),Selected Area Electron Diffraction (SAED),Scanning Electron Microscopy (SEM),C,"The image shows a diffraction pattern with spots and rings, characteristic of SAED, not a direct image like BF-TEM or SEM."
s41467-018-06124-1_figure-2_crop1.png,Diffraction,experimental_design,medium,The dark shadow obscuring part of the diffraction pattern in this SAED image is most likely caused by what?,Electron beam astigmatism,The selected area aperture or beam stop,Charging effects on the sample,Sample contamination,B,"The dark band is typical of the selected area aperture or beam stop blocking part of the diffracted electrons, common in SAED setups."
s41467-018-06124-1_figure-2_crop1.png,Diffraction,experimental_design,hard,"If the diffraction spots in this SAED pattern appear elongated or distorted, what experimental issue might this indicate?",Lens astigmatism or misalignment in the TEM,Sample contamination,Incorrect accelerating voltage,Sample drift during imaging,A,"Elongated or distorted diffraction spots often result from lens astigmatism or misalignment, affecting the electron optics and diffraction pattern quality."
s41467-018-06279-x_figure-2_crop3.png,CTEM,visual_perception,easy,"In this TEM image of a nitrogen-doped graphene nanoribbon (N-GNR), what is the predominant morphology of the material?",Irregular bulk particles,Spherical nanoparticles,Rod-shaped nanowires,Layered ribbon-like sheets,D,"The image clearly shows thin, extended, layered structures consistent with ribbon-like sheets. Spherical, rod-shaped, or bulk morphologies are not visible."
s41467-018-06279-x_figure-2_crop3.png,CTEM,visual_perception,medium,"In this nitrogen-doped graphene nanoribbon (N-GNR) TEM image, what is the approximate size scale of the visible holes or defects?",Hundreds of nanometers,Sub-nanometer atomic vacancies,A few nanometers,Several micrometers,C,"The scale bar (10 nm inset) and visible holes suggest defect sizes on the order of a few nanometers, ruling out micrometer or atomic vacancy scales."
s41467-018-06279-x_figure-2_crop3.png,CTEM,visual_perception,hard,"In this nitrogen-doped graphene nanoribbon (N-GNR) image, the edges of the ribbons appear somewhat irregular and rough. What does this suggest about the unzipping process of the original multiwall carbon nanotube?",Perfectly uniform unzipping producing atomically smooth edges,Complete amorphization of the carbon structure,"No unzipping, only folding of graphene layers",Partial and non-uniform unzipping leading to edge defects,D,"The irregular edges and visible holes indicate partial, non-uniform unzipping with edge defects. Perfectly smooth edges or complete amorphization are not supported by the image."
s41467-018-06279-x_figure-2_crop3.png,CTEM,reasoning,easy,"Given that this is a nitrogen-doped graphene nanoribbon (N-GNR), what does the presence of holes in the TEM image most likely indicate?",Vacancy defects or pores in the graphene lattice,Metal nanoparticle inclusions,Contamination from sample preparation,Overlapping folded graphene layers,A,"Holes correspond to vacancy defects or pores in the graphene lattice, not metal inclusions or contamination, which would appear differently."
s41467-018-06279-x_figure-2_crop3.png,CTEM,reasoning,medium,"In this nitrogen-doped graphene nanoribbon (N-GNR) TEM image, how might nitrogen doping influence the observed lattice contrast or defect formation?",Nitrogen doping makes the sample invisible in TEM,Nitrogen doping can induce lattice distortions and create vacancy defects visible as holes,Nitrogen doping causes the formation of spherical nanoparticles,Nitrogen doping eliminates all defects and smooths the lattice,B,"Nitrogen doping is known to cause lattice distortions and vacancy defects, consistent with holes seen in the image."
s41467-018-06279-x_figure-2_crop3.png,CTEM,reasoning,hard,"Considering this is a nitrogen-doped graphene nanoribbon (N-GNR), what can be inferred about the electronic properties from the observed defect density and morphology in the TEM image?",Morphology indicates the material is an insulator with no conduction,High defect density likely increases electrical resistance and modifies local electronic states,Defect density has no impact on electronic properties,Defects improve conductivity by creating metallic pathways,B,"High defect density typically disrupts conduction, increasing resistance and altering electronic states, consistent with observed holes and edge roughness."
s41467-018-06279-x_figure-2_crop3.png,CTEM,experimental_design,easy,What imaging mode is most likely used to capture this TEM image of nitrogen-doped graphene nanoribbons (N-GNR)?,Bright-field TEM,Dark-field TEM,Scanning electron microscopy (SEM),Atomic force microscopy (AFM),A,"The image shows typical contrast and morphology of bright-field TEM; SEM and AFM produce different image types, and dark-field TEM would highlight different contrast."
s41467-018-06279-x_figure-2_crop3.png,CTEM,experimental_design,medium,The inset shows a higher magnification of the nitrogen-doped graphene nanoribbon (N-GNR). What is the likely purpose of including this inset in the TEM image?,To reveal atomic-scale defects and lattice structure,To display sample contamination,To illustrate the sample thickness variation,To show the overall morphology at low magnification,A,"Higher magnification inset is used to show atomic-scale defects and lattice details, not overall morphology or contamination."
s41467-018-06279-x_figure-2_crop3.png,CTEM,experimental_design,hard,The bright halo and slight blurring around the edges of the graphene nanoribbons in this TEM image most likely indicate which experimental artifact?,Electron beam-induced sample damage or contamination buildup,Charging effects typical in conductive samples,Magnetic lens aberrations causing image distortion,Perfect focus and no artifacts,A,"Bright halos and edge blurring often result from beam damage or contamination buildup during imaging, especially in sensitive carbon-based samples."
s41467-018-07942-z_figure-3_crop0.png,Diffraction,visual_perception,easy,"In this SAED pattern of Li-bilayer graphene (P3 phase), what is the overall symmetry observed in the diffraction spots?",Sixfold symmetry,Threefold symmetry,Twofold symmetry,Fourfold symmetry,A,"The diffraction spots are arranged in a hexagonal pattern, which corresponds to sixfold symmetry. The other symmetries do not match the hexagonal arrangement visible."
s41467-018-07942-z_figure-3_crop0.png,Diffraction,visual_perception,medium,"In this SAED pattern of Li-bilayer graphene (P3 phase), what is the approximate lattice spacing corresponding to the innermost diffraction spots labeled near 1.52 Å?",3.35 Å,0.85 Å,1.52 Å,2.64 Å,C,"The image clearly annotates the lattice spacing of 1.52 Å near the innermost diffraction spots. The 2.64 Å spacing corresponds to outer spots, while 3.35 Å and 0.85 Å are not indicated."
s41467-018-07942-z_figure-3_crop0.png,Diffraction,visual_perception,hard,"In this SAED pattern of Li-bilayer graphene (P3 phase), which diffraction spot shows the highest brightness value based on the labeled numbers?",Spot labeled 125,Spot labeled 44,Spot labeled 205,Spot labeled 195,C,"Among the labeled brightness values, 205 is the highest number visible, indicating the brightest diffraction spot. Other spots have lower brightness values."
s41467-018-07942-z_figure-3_crop0.png,Diffraction,reasoning,easy,"Given that this is a SAED pattern of Li-bilayer graphene (P3 phase), what does the presence of two distinct lattice spacings (1.52 Å and 2.64 Å) suggest about the crystal structure?",The diffraction spots are artifacts and not related to lattice planes,The lattice spacing is uniform throughout,The presence of multiple lattice planes with different interplanar spacings,The sample is amorphous with no defined lattice,C,"Distinct lattice spacings correspond to different crystallographic planes in the bilayer graphene. Amorphous samples would not show sharp spots, and uniform spacing would not show two distinct values."
s41467-018-07942-z_figure-3_crop0.png,Diffraction,reasoning,medium,"In this SAED pattern of Li-bilayer graphene (P3 phase), the sixfold symmetry and measured lattice spacings indicate what about the stacking configuration of the bilayer graphene?",An intrinsic hexagonal stacking with commensurate rotation between layers,Tetragonal stacking with orthogonal layers,Amorphous carbon layers without crystallinity,Random stacking with no rotational order,A,"The hexagonal symmetry and distinct lattice spacings are consistent with hexagonal stacking and a commensurate rotation between layers, typical for the P3 phase. Other options contradict the observed diffraction pattern."
s41467-018-07942-z_figure-3_crop0.png,Diffraction,reasoning,hard,"Considering this SAED pattern of Li-bilayer graphene (P3 phase), how does the presence of Li atoms in the honeycomb lattice likely affect the diffraction intensity of specific planes?",Reduces the intensity of all diffraction spots uniformly,Causes disappearance of the sixfold symmetry,Enhances the intensity of shaded planes compared to {0110} and {1210} planes,Has no effect on diffraction intensities,C,"The caption states that inlaid Li atoms enhance diffraction intensity of certain planes, which is consistent with the observed brightness variations in the diffraction spots."
s41467-018-07942-z_figure-3_crop0.png,Diffraction,experimental_design,easy,What imaging technique was used to capture this hexagonal diffraction pattern of Li-bilayer graphene (P3 phase)?,Bright Field TEM imaging,Scanning Electron Microscopy (SEM),Atomic Force Microscopy (AFM),Selected Area Electron Diffraction (SAED),D,"The image shows a diffraction pattern with discrete spots typical of SAED, not a real-space image as in BF-TEM or SEM."
s41467-018-07942-z_figure-3_crop0.png,Diffraction,experimental_design,medium,The white circles highlighting diffraction spots in this SAED pattern serve primarily to:,Mark regions of beam damage,Indicate sample contamination areas,Show areas of poor focus,Geometrically orient and quantify the brightness of target diffraction spots,D,"The circles are used to identify and measure brightness values of specific diffraction spots for analysis, not to indicate damage or contamination."
s41467-018-07942-z_figure-3_crop0.png,Diffraction,experimental_design,hard,"In this SAED pattern of Li-bilayer graphene (P3 phase), what does the presence of discrete, sharp diffraction spots rather than diffuse rings indicate about the sample quality?",The sample is heavily damaged by the electron beam,The sample is crystalline with well-ordered lattice planes,The sample is amorphous,The sample is polycrystalline with random grain orientations,B,"Sharp discrete spots indicate a crystalline sample with ordered lattice planes. Polycrystalline samples show rings, amorphous samples show diffuse halos, and beam damage would cause spot fading or diffuse scattering."
s41467-018-08031-x_figure-2_crop3.png,HR-TEM,visual_perception,easy,"In this HRTEM image of a Σ11(113) grain boundary, what is the predominant feature visible at the boundary?",A dislocation loop inside the grain,A void or vacancy cluster,A spherical nanoparticle embedded in the lattice,A step or offset in the atomic lattice indicating a grain boundary,D,"The image clearly shows a boundary with a step-like offset in the lattice periodicity, characteristic of a grain boundary. There are no spherical particles, voids, or dislocation loops visible."
s41467-018-08031-x_figure-2_crop3.png,HR-TEM,visual_perception,medium,"In this HRTEM image of a Σ11(113) grain boundary, what does the yellow dashed line most likely represent?",The edge of a precipitate phase,The trajectory of the migrating grain boundary,An artifact from sample preparation,A twin boundary within the grain,B,"The yellow dashed line follows the boundary region where the lattice shifts, consistent with the path of the migrating grain boundary. It does not outline a precipitate, twin, or artifact."
s41467-018-08031-x_figure-2_crop3.png,HR-TEM,visual_perception,hard,"Considering the atomic arrangement in this Σ11(113) grain boundary HRTEM image, what is the nature of the lattice mismatch observed at the boundary?",A lateral displacement of atomic planes indicating a disconnection step,A random amorphous interface,A tilt boundary with continuous lattice planes,A stacking fault within the grain,A,"The image shows a clear lateral offset of atomic planes at the boundary, characteristic of a disconnection step in grain boundary migration. The lattice is crystalline and not amorphous; it is not a tilt boundary with continuous planes nor a stacking fault."
s41467-018-08031-x_figure-2_crop3.png,HR-TEM,reasoning,easy,"Given that this is a Σ11(113) grain boundary in a crystalline material, what does the red arrow labeled 'GB migration' indicate about the boundary behavior?",The direction of dislocation glide inside the grain,The direction of applied shear stress,The direction of electron beam scanning,The direction in which the grain boundary is moving,D,"The red arrow labeled 'GB migration' points along the boundary, indicating the direction of grain boundary movement. Shear stress and dislocation glide directions are different and not marked by this arrow."
s41467-018-08031-x_figure-2_crop3.png,HR-TEM,reasoning,medium,"In this Σ11(113) grain boundary image, the lateral offset at the boundary is caused by what type of defect mechanism?",Precipitate nucleation at the boundary,Disconnection motion involving single-layer or double-layer steps,Grain rotation without boundary migration,Vacancy diffusion leading to void formation,B,"The offset corresponds to disconnections—steps in the grain boundary plane—that migrate laterally causing boundary migration. Vacancy diffusion or precipitates are not visible, and grain rotation would not produce this offset."
s41467-018-08031-x_figure-2_crop3.png,HR-TEM,reasoning,hard,"Considering molecular dynamics simulations of Σ11(113) grain boundary migration, what does the observed lateral motion of disconnections imply about the coupling between shear stress and boundary migration?",Disconnection motion causes grain rotation without boundary migration,Shear stress inhibits disconnection motion and stabilizes the boundary,Shear stress drives disconnection motion which in turn causes grain boundary migration,Grain boundary migration occurs independently of disconnection motion,C,"The lateral motion of disconnections is driven by applied shear stress, which couples to grain boundary migration. The other options contradict the observed coupling mechanism."
s41467-018-08031-x_figure-2_crop3.png,HR-TEM,experimental_design,easy,What imaging mode is most likely used to capture this atomic-resolution image of the Σ11(113) grain boundary?,Bright-Field Optical Microscopy,High-Resolution Transmission Electron Microscopy (HRTEM),Atomic Force Microscopy (AFM),Scanning Electron Microscopy (SEM),B,"The atomic lattice fringes visible indicate HRTEM imaging. SEM, optical microscopy, and AFM do not provide atomic lattice resolution in this manner."
s41467-018-08031-x_figure-2_crop3.png,HR-TEM,experimental_design,medium,The presence of a clear lattice fringe contrast and a sharp boundary line in this image suggests which of the following about sample preparation?,"The sample surface is contaminated, causing contrast variations","The sample is too thick, causing multiple scattering and blurred lattice fringes",The image is taken under defocused conditions causing halo artifacts,The sample is thin enough to allow electron transparency without significant damage,D,"Clear lattice fringes and sharp boundaries indicate a thin, well-prepared sample. Thick samples or contamination would degrade image quality."
s41467-018-08031-x_figure-2_crop3.png,HR-TEM,experimental_design,hard,"If the image showed a blurred or smeared grain boundary contrast instead of the sharp offset seen here, which experimental artifact would most likely be responsible?",Use of dark-field imaging instead of bright-field,Incorrect accelerating voltage causing lattice damage,Sample drift or vibration during image acquisition,Overexposure of the CCD camera sensor,C,"Sample drift or vibration causes blurring of atomic features. Incorrect voltage or imaging mode would affect contrast differently, and overexposure leads to saturation, not smearing."
s41467-018-08031-x_figure-5_crop0.png,HR-TEM,visual_perception,easy,"In this HRTEM image of an Au bicrystal, what is the predominant morphology of the grain boundary (GB) visible in the image?",Stepped boundary with distinct disconnections,Curved boundary with diffuse contrast,"Smooth, flat boundary without steps","Irregular, jagged boundary with voids",A,"The GB is clearly delineated by yellow and white dashed lines showing a stepped morphology with localized disconnections (circled), ruling out smooth, curved, or irregular boundaries."
s41467-018-08031-x_figure-5_crop0.png,HR-TEM,visual_perception,medium,"In this Au bicrystal HRTEM image, what is the contrast feature indicated by the white arrows inside the grain adjacent to the GB?",Stacking faults (SFs),Dislocation loops,Vacancy clusters,Precipitates,A,"The linear bright contrast features aligned with lattice planes are characteristic of stacking faults, not precipitates or vacancy clusters, which would appear differently."
s41467-018-08031-x_figure-5_crop0.png,HR-TEM,visual_perception,hard,"Considering the scale bar and the visible features in this Au bicrystal HRTEM image, estimate the approximate spacing between the disconnections along the Σ11(113) GB.",About 20-25 nm,About 5-6 nm,About 1-2 nm,About 10-12 nm,C,"The scale bar is 2 nm, and the disconnections marked by aqua circles are spaced roughly one scale bar length or less apart, consistent with 1-2 nm spacing."
s41467-018-08031-x_figure-5_crop0.png,HR-TEM,reasoning,easy,"In this Au bicrystal containing a Σ11(113) coherent grain boundary with pre-existing stacking faults, what does the presence of stacking faults near the GB suggest about their influence on GB migration?",Stacking faults significantly hinder GB migration,Stacking faults have limited influence on GB migration,Stacking faults accelerate GB migration,Stacking faults cause GB to become immobile,B,"The image shows GB migration despite the presence of SFs, indicating limited influence on the GB migration process."
s41467-018-08031-x_figure-5_crop0.png,HR-TEM,reasoning,medium,"Given that this is an Au bicrystal with a Σ11(113) coherent GB, what does the stepped morphology of the GB indicate about the mechanism of GB migration?",Migration is caused by diffusion of vacancies across the GB,Migration is mediated by disconnections moving along the GB,Migration occurs by grain rotation without boundary motion,Migration occurs by uniform sliding of the entire GB plane,B,The stepped morphology with marked disconnections suggests that discrete disconnection motion mediates GB migration rather than uniform sliding or diffusion.
s41467-018-08031-x_figure-5_crop0.png,HR-TEM,reasoning,hard,"In this Au bicrystal HRTEM image, the lateral motion of GB disconnections under shear stress is observed. What can be inferred about the interaction between these disconnections and pre-existing stacking faults?",Disconnections pass through stacking faults with limited interaction,Disconnections cause stacking faults to multiply,Disconnections are pinned and blocked by stacking faults,Disconnections annihilate stacking faults upon contact,A,"The image and context indicate that GB disconnections migrate laterally despite the presence of SFs, showing limited interaction or obstruction."
s41467-018-08031-x_figure-5_crop0.png,HR-TEM,experimental_design,easy,What imaging mode is most likely used to capture this atomic-scale image of the Au bicrystal showing lattice fringes and GB disconnections?,High-resolution transmission electron microscopy (HRTEM),Atomic force microscopy (AFM),Bright-field optical microscopy,Scanning electron microscopy (SEM),A,"The atomic lattice fringes and nanoscale features visible indicate HRTEM, not SEM, optical microscopy, or AFM."
s41467-018-08031-x_figure-5_crop0.png,HR-TEM,experimental_design,medium,The bright linear contrasts inside the grain are identified as stacking faults. Which imaging condition in HRTEM most likely enhances the visibility of these stacking faults?,Dark-field imaging mode,Overfocus imaging condition,Underfocus imaging condition,Scanning transmission electron microscopy (STEM) mode,C,Underfocus conditions in HRTEM typically enhance stacking fault contrast due to phase contrast effects.
s41467-018-08031-x_figure-5_crop0.png,HR-TEM,experimental_design,hard,"In this HRTEM image of the Au bicrystal, the presence of sharp, well-defined lattice fringes and clear GB disconnections suggests which of the following about the sample preparation and imaging quality?",The sample is thick with multiple scattering and significant beam damage,The sample surface is contaminated causing diffuse contrast,The image suffers from severe focus drift and astigmatism,"The sample is thin, well-oriented, and the microscope is well-aligned with minimal astigmatism",D,"Sharp lattice fringes and clear GB features indicate optimal sample thickness, orientation, and good microscope alignment."
s41467-018-08031-x_figure-5_crop1.png,HR-TEM,visual_perception,easy,"In this HRTEM image of an Au bicrystal, what feature is indicated by the white arrow labeled 'SF'?",Grain boundary,Vacancy cluster,Dislocation core,Stacking fault,D,"The white arrow points to a planar defect within the lattice consistent with a stacking fault, which appears as a shift or disruption in the atomic planes. The grain boundary is marked by the yellow and white lines, dislocation cores appear as localized lattice distortions, and vacancy clusters are not visible as planar features here."
s41467-018-08031-x_figure-5_crop1.png,HR-TEM,visual_perception,medium,"In this Au bicrystal HRTEM image, what is the shape of the grain boundary region between the two grains?",Amorphous interface,Planar and coherent,Triple junction,Curved and incoherent,B,"The grain boundary is delineated by straight lines (yellow dotted and white dashed) indicating a planar boundary. The lattice fringes on both sides are continuous and well-defined, consistent with a coherent boundary. There is no curvature or amorphous contrast, and no triple junction is visible."
s41467-018-08031-x_figure-5_crop1.png,HR-TEM,visual_perception,hard,"In the HRTEM image of an Au bicrystal, what is the approximate width of the stacking fault region relative to the lattice spacing?",About 1-2 atomic planes wide,More than 10 atomic planes wide,Less than one atomic plane,About 5-6 atomic planes wide,A,"The stacking fault appears as a narrow planar defect spanning roughly 1-2 atomic planes, visible as a slight shift in lattice fringes. Wider faults would show more extended contrast, and less than one atomic plane is not physically meaningful."
s41467-018-08031-x_figure-5_crop1.png,HR-TEM,reasoning,easy,"Given that this is an Au bicrystal with a Σ11(113) coherent grain boundary, what does the presence of stacking faults near the GB suggest about the crystal structure?",The HCP lattice forms stacking faults frequently,The BCC lattice prevents stacking faults,The amorphous phase causes stacking faults,The FCC lattice accommodates stacking faults easily,D,"Au has an FCC crystal structure known to accommodate stacking faults due to its close-packed planes. BCC and HCP structures have different faulting behaviors, and amorphous phases do not have stacking faults."
s41467-018-08031-x_figure-5_crop1.png,HR-TEM,reasoning,medium,"In this Au bicrystal with a Σ11(113) grain boundary, what does the limited interaction between stacking faults and the migrating grain boundary imply about the disconnection mechanism?",Dislocations are absorbed by stacking faults,Grain boundary migration is dominated by vacancy diffusion,Disconnections can migrate without being pinned by stacking faults,Stacking faults strongly pin grain boundary migration,C,"The image and context indicate that the grain boundary migration proceeds despite the presence of stacking faults, suggesting disconnections move past faults without strong pinning. Vacancy diffusion or dislocation absorption are not supported by the visual evidence."
s41467-018-08031-x_figure-5_crop1.png,HR-TEM,reasoning,hard,"Considering the Σ11(113) coherent grain boundary in Au, what is the likely crystallographic nature of the disconnection motion observed in the image?",Climb motion via vacancy absorption,Step-like lateral motion along the GB plane,Glide motion within the grain interior,Random migration perpendicular to the GB,B,"Disconnections at coherent GBs typically move laterally along the boundary plane in a step-like manner, consistent with the observed migration. Random or perpendicular migration is unlikely, and climb or glide inside grains is not indicated."
s41467-018-08031-x_figure-5_crop1.png,HR-TEM,experimental_design,easy,What imaging mode is most likely used to capture this atomic-resolution image of the Au bicrystal showing lattice fringes and stacking faults?,Bright-field optical microscopy,Atomic force microscopy (AFM),Scanning electron microscopy (SEM),High-resolution transmission electron microscopy (HRTEM),D,"The atomic lattice fringes and stacking faults are visible at atomic scale, which is characteristic of HRTEM. SEM, optical microscopy, and AFM do not provide this resolution or contrast."
s41467-018-08031-x_figure-5_crop1.png,HR-TEM,experimental_design,medium,The yellow dotted and white dashed lines marking initial and final grain boundary positions suggest what about the image acquisition?,A tomography reconstruction slice,A static image with post-processing annotations only,A time-resolved in situ TEM experiment capturing GB migration,A diffraction pattern overlay,C,"The presence of initial and final GB positions implies dynamic observation over time, typical of in situ TEM studies. Static images or tomography slices would not show migration, and diffraction overlays do not mark positions this way."
s41467-018-08031-x_figure-5_crop1.png,HR-TEM,experimental_design,hard,"In this HRTEM image of an Au bicrystal, what artifact might cause slight blurring or contrast variations near the grain boundary region?",Charging effects from insulating layers,Beam-induced amorphization,Residual sample drift during image acquisition,Astigmatism in the electron lens system,C,"Slight blurring near the GB is often due to sample drift during high-resolution imaging. Charging is unlikely in conductive Au, beam-induced amorphization would cause more severe damage, and astigmatism typically affects the whole image uniformly."
s41467-018-08031-x_figure-5_crop3.png,HR-TEM,visual_perception,easy,"In this HRTEM image of an Au bicrystal, what is the shape of the grain boundary (GB) shown?",A perfectly straight line with no curvature,"A diffuse, blurry interface with no clear boundary",A circular boundary enclosing a grain,A slightly curved line separating two crystal grains,D,"The GB is visible as a distinct but slightly curved line separating two crystalline regions. It is not perfectly straight or circular, and the boundary is sharp rather than diffuse."
s41467-018-08031-x_figure-5_crop3.png,HR-TEM,visual_perception,medium,"In this Au bicrystal HRTEM image, what do the red arrows along the grain boundary most likely indicate?",Directions of electron beam scanning,Positions of stacking faults within the grains,Locations of voids or pores,Directions of grain boundary migration,D,"The red arrows are aligned along the GB and point in a consistent direction, indicating the migration direction of the GB. Stacking faults or voids would appear as lattice disruptions, not directional arrows."
s41467-018-08031-x_figure-5_crop3.png,HR-TEM,visual_perception,hard,"Considering the lattice fringes visible on both sides of the grain boundary in this Au bicrystal HRTEM image, what can be inferred about the relative crystallographic orientation of the two grains?",The grains are amorphous with no defined lattice orientation,The grains have a twist boundary with rotation about the <111> axis,The grains have a tilt misorientation of approximately 57° about the <110> axis,The grains are perfectly aligned with no misorientation,C,"The caption states this is a θ = 57° <110> asymmetrical tilt GB, consistent with the visible lattice fringe orientations differing by a tilt angle. Perfect alignment or twist boundaries would show different lattice fringe patterns."
s41467-018-08031-x_figure-5_crop3.png,HR-TEM,reasoning,easy,"Given that this is an Au bicrystal with a grain boundary (GB), what does the presence of the yellow dotted and white dashed lines represent in the image?",Regions of beam damage,Initial and final positions of the migrating grain boundary,Edges of the TEM sample,Positions of stacking faults inside the grains,B,"The yellow dotted and white dashed lines mark the initial and final GB positions, indicating GB migration. Stacking faults or sample edges would not be marked this way."
s41467-018-08031-x_figure-5_crop3.png,HR-TEM,reasoning,medium,"In this Au bicrystal under shear loading, what does the lateral motion of disconnections along the grain boundary imply about the mechanism of GB migration?",GB migration is driven by surface tension effects only,GB migration is caused by grain rotation without disconnection movement,GB migration is mediated by disconnection motion along the boundary,GB migration occurs by diffusion of vacancies across the boundary,C,"The image shows disconnections moving laterally along the GB, which causes the GB to migrate. Diffusion or grain rotation would not produce this clear disconnection motion."
s41467-018-08031-x_figure-5_crop3.png,HR-TEM,reasoning,hard,"Considering the Au bicrystal with a θ = 57° <110> asymmetrical tilt grain boundary, why do the pre-existing full dislocations near the GB have limited effect on the lateral motion of disconnections as observed?",Because the full dislocations annihilate the disconnections immediately,Because the full dislocations cause the GB to dissolve rather than migrate,Because the disconnections can bypass full dislocations without strong interaction under shear loading,Because full dislocations are immobile and pin the GB completely,C,"The image and caption indicate disconnections pass full dislocations without evident interaction, allowing GB migration. Other options contradict the observed disconnection motion."
s41467-018-08031-x_figure-5_crop3.png,HR-TEM,experimental_design,easy,What imaging technique was most likely used to capture this atomic-scale image of the Au bicrystal grain boundary?,Optical microscopy,Scanning electron microscopy (SEM),High-resolution transmission electron microscopy (HRTEM),Atomic force microscopy (AFM),C,"The atomic lattice fringes and grain boundary structure are characteristic of HRTEM imaging, not SEM, optical, or AFM."
s41467-018-08031-x_figure-5_crop3.png,HR-TEM,experimental_design,medium,The presence of sharp lattice fringes on both sides of the grain boundary in this Au bicrystal image suggests what about the sample preparation?,The sample was imaged in scanning tunneling microscopy mode,The sample is thin enough for electron transparency and minimal damage,The sample is coated with a thick amorphous layer,"The sample is too thick, causing multiple scattering and blurry fringes",B,"Sharp lattice fringes indicate a thin, well-prepared sample suitable for HRTEM. Thick or coated samples would degrade fringe visibility."
s41467-018-08031-x_figure-5_crop3.png,HR-TEM,experimental_design,hard,"In this HRTEM image of an Au bicrystal, what could be a potential artifact affecting the precise determination of grain boundary migration distance?",Charging effects causing image distortion,Incorrect chemical staining of the sample,Use of dark-field imaging mode,Sample drift during image acquisition causing apparent GB position shifts,D,"Sample drift can cause apparent shifts in GB position between frames, affecting migration measurement. Charging and staining are less relevant for metallic Au in HRTEM; dark-field mode is not used here."
